lookupVariable,lookupValue_na,lookupValue,newVariable,newValue
Species,resourcePotentialesswss1BIOMASS,resourcePotentialesswss1BIOMASS.csv,Spp,Orange Filefish
Species,resourcePotentialesswss2BIOMASS,resourcePotentialesswss2BIOMASS.csv,Spp,"Filefish,Scrawled"
Species,resourcePotentialesswss3BIOMASS,resourcePotentialesswss3BIOMASS.csv,Spp,Gray Triggerfish
Species,resourcePotentialesswss4BIOMASS,resourcePotentialesswss4BIOMASS.csv,Spp,Queen Triggerfish
Species,resourcePotentialesswss5BIOMASS,resourcePotentialesswss5BIOMASS.csv,Spp,Fringed Filefish
Species,resourcePotentialesswss6BIOMASS,resourcePotentialesswss6BIOMASS.csv,Spp,Planehead Filefish
Species,resourcePotentialesswss7BIOMASS,resourcePotentialesswss7BIOMASS.csv,Spp,Northern Kingfish
Species,resourcePotentialesswss8BIOMASS,resourcePotentialesswss8BIOMASS.csv,Spp,Bothus Sp.
Species,resourcePotentialesswss9BIOMASS,resourcePotentialesswss9BIOMASS.csv,Spp,Silver Anchovy
Species,resourcePotentialesswss10BIOMASS,resourcePotentialesswss10BIOMASS.csv,Spp,Cod(Atlantic)
Species,resourcePotentialesswss11BIOMASS,resourcePotentialesswss11BIOMASS.csv,Spp,Haddock
Species,resourcePotentialesswss12BIOMASS,resourcePotentialesswss12BIOMASS.csv,Spp,White Hake
Species,resourcePotentialesswss13BIOMASS,resourcePotentialesswss13BIOMASS.csv,Spp,Squirrel Or Red Hake
Species,resourcePotentialesswss14BIOMASS,resourcePotentialesswss14BIOMASS.csv,Spp,Silver Hake
Species,resourcePotentialesswss15BIOMASS,resourcePotentialesswss15BIOMASS.csv,Spp,Cusk
Species,resourcePotentialesswss16BIOMASS,resourcePotentialesswss16BIOMASS.csv,Spp,Pollock
Species,resourcePotentialesswss17BIOMASS,resourcePotentialesswss17BIOMASS.csv,Spp,Tomcod(Atlantic)
Species,resourcePotentialesswss18BIOMASS,resourcePotentialesswss18BIOMASS.csv,Spp,Hake (Ns)
Species,resourcePotentialesswss19BIOMASS,resourcePotentialesswss19BIOMASS.csv,Spp,Off-Shore Hake
Species,resourcePotentialesswss20BIOMASS,resourcePotentialesswss20BIOMASS.csv,Spp,"Redfish, Acadian"
Species,resourcePotentialesswss21BIOMASS,resourcePotentialesswss21BIOMASS.csv,Spp,"Redfish, Deep Water"
Species,resourcePotentialesswss22BIOMASS,resourcePotentialesswss22BIOMASS.csv,Spp,B. Pediolota
Species,resourcePotentialesswss23BIOMASS,resourcePotentialesswss23BIOMASS.csv,Spp,Redfish Unseparated
Species,resourcePotentialesswss24BIOMASS,resourcePotentialesswss24BIOMASS.csv,Spp,Striped Bass
Species,resourcePotentialesswss25BIOMASS,resourcePotentialesswss25BIOMASS.csv,Spp,Tile Fish
Species,resourcePotentialesswss26BIOMASS,resourcePotentialesswss26BIOMASS.csv,Spp,Smoothhead Scorpionfish
Species,resourcePotentialesswss27BIOMASS,resourcePotentialesswss27BIOMASS.csv,Spp,Escolar
Species,resourcePotentialesswss28BIOMASS,resourcePotentialesswss28BIOMASS.csv,Spp,Nealotus Tripes
Species,resourcePotentialesswss29BIOMASS,resourcePotentialesswss29BIOMASS.csv,Spp,Oilfish
Species,resourcePotentialesswss30BIOMASS,resourcePotentialesswss30BIOMASS.csv,Spp,Halibut(Atlantic)
Species,resourcePotentialesswss31BIOMASS,resourcePotentialesswss31BIOMASS.csv,Spp,"Turbot,Greenland Halibut"
Species,resourcePotentialesswss32BIOMASS,resourcePotentialesswss32BIOMASS.csv,Spp,White Marlin
Species,resourcePotentialesswss33BIOMASS,resourcePotentialesswss33BIOMASS.csv,Spp,Blue Marlin
Species,resourcePotentialesswss34BIOMASS,resourcePotentialesswss34BIOMASS.csv,Spp,Anchovies
Species,resourcePotentialesswss35BIOMASS,resourcePotentialesswss35BIOMASS.csv,Spp,Hake
Species,resourcePotentialesswss36BIOMASS,resourcePotentialesswss36BIOMASS.csv,Spp,Wrasses
Species,resourcePotentialesswss37BIOMASS,resourcePotentialesswss37BIOMASS.csv,Spp,"Pearlfish,Chain"
Species,resourcePotentialesswss38BIOMASS,resourcePotentialesswss38BIOMASS.csv,Spp,Swallowers
Species,resourcePotentialesswss39BIOMASS,resourcePotentialesswss39BIOMASS.csv,Spp,Black Swallower
Species,resourcePotentialesswss40BIOMASS,resourcePotentialesswss40BIOMASS.csv,Spp,American Plaice
Species,resourcePotentialesswss41BIOMASS,resourcePotentialesswss41BIOMASS.csv,Spp,Witch Flounder
Species,resourcePotentialesswss42BIOMASS,resourcePotentialesswss42BIOMASS.csv,Spp,Yellowtail Flounder
Species,resourcePotentialesswss43BIOMASS,resourcePotentialesswss43BIOMASS.csv,Spp,Winter Flounder
Species,resourcePotentialesswss44BIOMASS,resourcePotentialesswss44BIOMASS.csv,Spp,Gulf Stream Flounder
Species,resourcePotentialesswss45BIOMASS,resourcePotentialesswss45BIOMASS.csv,Spp,Eyed Flounder
Species,resourcePotentialesswss46BIOMASS,resourcePotentialesswss46BIOMASS.csv,Spp,Northern Sennet
Species,resourcePotentialesswss47BIOMASS,resourcePotentialesswss47BIOMASS.csv,Spp,White Mullet
Species,resourcePotentialesswss48BIOMASS,resourcePotentialesswss48BIOMASS.csv,Spp,Striped Mullet
Species,resourcePotentialesswss49BIOMASS,resourcePotentialesswss49BIOMASS.csv,Spp,Flounder Unid
Species,resourcePotentialesswss50BIOMASS,resourcePotentialesswss50BIOMASS.csv,Spp,Striped Atl Wolffish
Species,resourcePotentialesswss51BIOMASS,resourcePotentialesswss51BIOMASS.csv,Spp,Spotted Wolffish
Species,resourcePotentialesswss52BIOMASS,resourcePotentialesswss52BIOMASS.csv,Spp,Northern Wolffish
Species,resourcePotentialesswss53BIOMASS,resourcePotentialesswss53BIOMASS.csv,Spp,Tautog
Species,resourcePotentialesswss54BIOMASS,resourcePotentialesswss54BIOMASS.csv,Spp,Sergeant Major
Species,resourcePotentialesswss55BIOMASS,resourcePotentialesswss55BIOMASS.csv,Spp,European Ling
Species,resourcePotentialesswss56BIOMASS,resourcePotentialesswss56BIOMASS.csv,Spp,Blue Ling
Species,resourcePotentialesswss57BIOMASS,resourcePotentialesswss57BIOMASS.csv,Spp,Phycinae S.F.
Species,resourcePotentialesswss58BIOMASS,resourcePotentialesswss58BIOMASS.csv,Spp,Striped Anchovy
Species,resourcePotentialesswss59BIOMASS,resourcePotentialesswss59BIOMASS.csv,Spp,"Wolffish,Unident."
Species,resourcePotentialesswss60BIOMASS,resourcePotentialesswss60BIOMASS.csv,Spp,Herring(Atlantic)
Species,resourcePotentialesswss61BIOMASS,resourcePotentialesswss61BIOMASS.csv,Spp,Shad American
Species,resourcePotentialesswss62BIOMASS,resourcePotentialesswss62BIOMASS.csv,Spp,Alewife
Species,resourcePotentialesswss63BIOMASS,resourcePotentialesswss63BIOMASS.csv,Spp,Rainbow Smelt
Species,resourcePotentialesswss64BIOMASS,resourcePotentialesswss64BIOMASS.csv,Spp,Capelin
Species,resourcePotentialesswss65BIOMASS,resourcePotentialesswss65BIOMASS.csv,Spp,Salmon(Atlantic)
Species,resourcePotentialesswss66BIOMASS,resourcePotentialesswss66BIOMASS.csv,Spp,Lake Whitefish
Species,resourcePotentialesswss67BIOMASS,resourcePotentialesswss67BIOMASS.csv,Spp,Atl Whitefish
Species,resourcePotentialesswss68BIOMASS,resourcePotentialesswss68BIOMASS.csv,Spp,Pink Salmon
Species,resourcePotentialesswss69BIOMASS,resourcePotentialesswss69BIOMASS.csv,Spp,Rainbow Trout
Species,resourcePotentialesswss70BIOMASS,resourcePotentialesswss70BIOMASS.csv,Spp,Mackerel(Atlantic)
Species,resourcePotentialesswss71BIOMASS,resourcePotentialesswss71BIOMASS.csv,Spp,Bluefin Tuna
Species,resourcePotentialesswss72BIOMASS,resourcePotentialesswss72BIOMASS.csv,Spp,Swordfish
Species,resourcePotentialesswss73BIOMASS,resourcePotentialesswss73BIOMASS.csv,Spp,"Tunas, Swordfishes,Etc."
Species,resourcePotentialesswss74BIOMASS,resourcePotentialesswss74BIOMASS.csv,Spp,Banded Rudderfish
Species,resourcePotentialesswss75BIOMASS,resourcePotentialesswss75BIOMASS.csv,Spp,Brown Trout
Species,resourcePotentialesswss76BIOMASS,resourcePotentialesswss76BIOMASS.csv,Spp,Arctic Char
Species,resourcePotentialesswss77BIOMASS,resourcePotentialesswss77BIOMASS.csv,Spp,Brook Trout
Species,resourcePotentialesswss78BIOMASS,resourcePotentialesswss78BIOMASS.csv,Spp,Bulleye
Species,resourcePotentialesswss79BIOMASS,resourcePotentialesswss79BIOMASS.csv,Spp,Glasseye Snapper
Species,resourcePotentialesswss80BIOMASS,resourcePotentialesswss80BIOMASS.csv,Spp,Round Scad
Species,resourcePotentialesswss81BIOMASS,resourcePotentialesswss81BIOMASS.csv,Spp,Bluefish
Species,resourcePotentialesswss82BIOMASS,resourcePotentialesswss82BIOMASS.csv,Spp,Sharksucker
Species,resourcePotentialesswss83BIOMASS,resourcePotentialesswss83BIOMASS.csv,Spp,Spearfish Remora
Species,resourcePotentialesswss84BIOMASS,resourcePotentialesswss84BIOMASS.csv,Spp,Remora
Species,resourcePotentialesswss85BIOMASS,resourcePotentialesswss85BIOMASS.csv,Spp,Blue Runner
Species,resourcePotentialesswss86BIOMASS,resourcePotentialesswss86BIOMASS.csv,Spp,Crevalle Jack
Species,resourcePotentialesswss87BIOMASS,resourcePotentialesswss87BIOMASS.csv,Spp,Mackerel Scad
Species,resourcePotentialesswss88BIOMASS,resourcePotentialesswss88BIOMASS.csv,Spp,Pilotfish
Species,resourcePotentialesswss89BIOMASS,resourcePotentialesswss89BIOMASS.csv,Spp,Bigeye Scad
Species,resourcePotentialesswss90BIOMASS,resourcePotentialesswss90BIOMASS.csv,Spp,Unid. Fish
Species,resourcePotentialesswss91BIOMASS,resourcePotentialesswss91BIOMASS.csv,Spp,Atlantic Lookdown
Species,resourcePotentialesswss92BIOMASS,resourcePotentialesswss92BIOMASS.csv,Spp,Greater Amberjack
Species,resourcePotentialesswss93BIOMASS,resourcePotentialesswss93BIOMASS.csv,Spp,Horse Mackerel
Species,resourcePotentialesswss94BIOMASS,resourcePotentialesswss94BIOMASS.csv,Spp,Atlantic Moonfish
Species,resourcePotentialesswss95BIOMASS,resourcePotentialesswss95BIOMASS.csv,Spp,Atlantic Pomfret
Species,resourcePotentialesswss96BIOMASS,resourcePotentialesswss96BIOMASS.csv,Spp,Bigscale Pomfret
Species,resourcePotentialesswss97BIOMASS,resourcePotentialesswss97BIOMASS.csv,Spp,Greenland Manefish
Species,resourcePotentialesswss98BIOMASS,resourcePotentialesswss98BIOMASS.csv,Spp,Lutjanus Sp.
Species,resourcePotentialesswss99BIOMASS,resourcePotentialesswss99BIOMASS.csv,Spp,Sheepshead
Species,resourcePotentialesswss100BIOMASS,resourcePotentialesswss100BIOMASS.csv,Spp,Finfishes (Ns)
Species,resourcePotentialesswss101BIOMASS,resourcePotentialesswss101BIOMASS.csv,Spp,Gadoids
Species,resourcePotentialesswss102BIOMASS,resourcePotentialesswss102BIOMASS.csv,Spp,Scup
Species,resourcePotentialesswss103BIOMASS,resourcePotentialesswss103BIOMASS.csv,Spp,Weakfish
Species,resourcePotentialesswss104BIOMASS,resourcePotentialesswss104BIOMASS.csv,Spp,Black Drum
Species,resourcePotentialesswss105BIOMASS,resourcePotentialesswss105BIOMASS.csv,Spp,Red Goatfish
Species,resourcePotentialesswss106BIOMASS,resourcePotentialesswss106BIOMASS.csv,Spp,Bermuda Chub
Species,resourcePotentialesswss107BIOMASS,resourcePotentialesswss107BIOMASS.csv,Spp,Spotfin Butterflyfish
Species,resourcePotentialesswss108BIOMASS,resourcePotentialesswss108BIOMASS.csv,Spp,Lepidion Eques
Species,resourcePotentialesswss109BIOMASS,resourcePotentialesswss109BIOMASS.csv,Spp,Dainty Mora
Species,resourcePotentialesswss110BIOMASS,resourcePotentialesswss110BIOMASS.csv,Spp,Arctic Cod
Species,resourcePotentialesswss111BIOMASS,resourcePotentialesswss111BIOMASS.csv,Spp,Spotted Hake
Species,resourcePotentialesswss112BIOMASS,resourcePotentialesswss112BIOMASS.csv,Spp,Longfin Hake
Species,resourcePotentialesswss113BIOMASS,resourcePotentialesswss113BIOMASS.csv,Spp,Blue Antimora/Hake
Species,resourcePotentialesswss114BIOMASS,resourcePotentialesswss114BIOMASS.csv,Spp,Fourbeard Rockling
Species,resourcePotentialesswss115BIOMASS,resourcePotentialesswss115BIOMASS.csv,Spp,Threebeard Rockling
Species,resourcePotentialesswss116BIOMASS,resourcePotentialesswss116BIOMASS.csv,Spp,Silver Rockling
Species,resourcePotentialesswss117BIOMASS,resourcePotentialesswss117BIOMASS.csv,Spp,Blue Whiting
Species,resourcePotentialesswss118BIOMASS,resourcePotentialesswss118BIOMASS.csv,Spp,Greenland Cod
Species,resourcePotentialesswss119BIOMASS,resourcePotentialesswss119BIOMASS.csv,Spp,Rockling Unidentified
Species,resourcePotentialesswss120BIOMASS,resourcePotentialesswss120BIOMASS.csv,Spp,White Perch
Species,resourcePotentialesswss121BIOMASS,resourcePotentialesswss121BIOMASS.csv,Spp,Southern Sea Bass
Species,resourcePotentialesswss122BIOMASS,resourcePotentialesswss122BIOMASS.csv,Spp,Cunner
Species,resourcePotentialesswss123BIOMASS,resourcePotentialesswss123BIOMASS.csv,Spp,Rosefish(Black Belly)
Species,resourcePotentialesswss124BIOMASS,resourcePotentialesswss124BIOMASS.csv,Spp,C. Nigro-Ocellatus
Species,resourcePotentialesswss125BIOMASS,resourcePotentialesswss125BIOMASS.csv,Spp,Diaphus Effulgens
Species,resourcePotentialesswss126BIOMASS,resourcePotentialesswss126BIOMASS.csv,Spp,D. Perspicillatus
Species,resourcePotentialesswss127BIOMASS,resourcePotentialesswss127BIOMASS.csv,Spp,Diaphus Luetkeni
Species,resourcePotentialesswss128BIOMASS,resourcePotentialesswss128BIOMASS.csv,Spp,Diaphus Mollis
Species,resourcePotentialesswss129BIOMASS,resourcePotentialesswss129BIOMASS.csv,Spp,D. Rafinesquii
Species,resourcePotentialesswss130BIOMASS,resourcePotentialesswss130BIOMASS.csv,Spp,D. Termophilus
Species,resourcePotentialesswss131BIOMASS,resourcePotentialesswss131BIOMASS.csv,Spp,Electrona Rissoi
Species,resourcePotentialesswss132BIOMASS,resourcePotentialesswss132BIOMASS.csv,Spp,Cocco'S Lanternfish
Species,resourcePotentialesswss133BIOMASS,resourcePotentialesswss133BIOMASS.csv,Spp,P. Arcticum
Species,resourcePotentialesswss134BIOMASS,resourcePotentialesswss134BIOMASS.csv,Spp,Benoit'S Lanternfish
Species,resourcePotentialesswss135BIOMASS,resourcePotentialesswss135BIOMASS.csv,Spp,Hygophum Hygomi
Species,resourcePotentialesswss136BIOMASS,resourcePotentialesswss136BIOMASS.csv,Spp,Hygophum Macrochir
Species,resourcePotentialesswss137BIOMASS,resourcePotentialesswss137BIOMASS.csv,Spp,L. Nitida
Species,resourcePotentialesswss138BIOMASS,resourcePotentialesswss138BIOMASS.csv,Spp,Mirror Lanternfish
Species,resourcePotentialesswss139BIOMASS,resourcePotentialesswss139BIOMASS.csv,Spp,L. Alatus
Species,resourcePotentialesswss140BIOMASS,resourcePotentialesswss140BIOMASS.csv,Spp,Smooth Flounder
Species,resourcePotentialesswss141BIOMASS,resourcePotentialesswss141BIOMASS.csv,Spp,Summer Flounder
Species,resourcePotentialesswss142BIOMASS,resourcePotentialesswss142BIOMASS.csv,Spp,Fourspot Flounder
Species,resourcePotentialesswss143BIOMASS,resourcePotentialesswss143BIOMASS.csv,Spp,Brill/Windowpane
Species,resourcePotentialesswss144BIOMASS,resourcePotentialesswss144BIOMASS.csv,Spp,Jewel Lanternfish
Species,resourcePotentialesswss145BIOMASS,resourcePotentialesswss145BIOMASS.csv,Spp,L. Festivus
Species,resourcePotentialesswss146BIOMASS,resourcePotentialesswss146BIOMASS.csv,Spp,L. Macdonaldi
Species,resourcePotentialesswss147BIOMASS,resourcePotentialesswss147BIOMASS.csv,Spp,L. Pusillus
Species,resourcePotentialesswss148BIOMASS,resourcePotentialesswss148BIOMASS.csv,Spp,Notch Feelerfish
Species,resourcePotentialesswss149BIOMASS,resourcePotentialesswss149BIOMASS.csv,Spp,Longnose Greeneye
Species,resourcePotentialesswss150BIOMASS,resourcePotentialesswss150BIOMASS.csv,Spp,Lanternfish (Ns)
Species,resourcePotentialesswss151BIOMASS,resourcePotentialesswss151BIOMASS.csv,Spp,Stomiatoid Unid.
Species,resourcePotentialesswss152BIOMASS,resourcePotentialesswss152BIOMASS.csv,Spp,Lanternfish
Species,resourcePotentialesswss153BIOMASS,resourcePotentialesswss153BIOMASS.csv,Spp,Argentinoid (Ns)
Species,resourcePotentialesswss154BIOMASS,resourcePotentialesswss154BIOMASS.csv,Spp,Veiled Angle Mouth
Species,resourcePotentialesswss155BIOMASS,resourcePotentialesswss155BIOMASS.csv,Spp,Longtooth Anglemouth
Species,resourcePotentialesswss156BIOMASS,resourcePotentialesswss156BIOMASS.csv,Spp,Short-Nose Greeneye
Species,resourcePotentialesswss157BIOMASS,resourcePotentialesswss157BIOMASS.csv,Spp,Glacier Lanternfish
Species,resourcePotentialesswss158BIOMASS,resourcePotentialesswss158BIOMASS.csv,Spp,Muller'S Pearlsides
Species,resourcePotentialesswss159BIOMASS,resourcePotentialesswss159BIOMASS.csv,Spp,Boa Dragonfish
Species,resourcePotentialesswss160BIOMASS,resourcePotentialesswss160BIOMASS.csv,Spp,Argentine (Atl)
Species,resourcePotentialesswss161BIOMASS,resourcePotentialesswss161BIOMASS.csv,Spp,Striated Argentine
Species,resourcePotentialesswss162BIOMASS,resourcePotentialesswss162BIOMASS.csv,Spp,Argentine.Large-Eyed
Species,resourcePotentialesswss163BIOMASS,resourcePotentialesswss163BIOMASS.csv,Spp,"Lanternfish,Horned"
Species,resourcePotentialesswss164BIOMASS,resourcePotentialesswss164BIOMASS.csv,Spp,Menhaden(Atlantic)
Species,resourcePotentialesswss165BIOMASS,resourcePotentialesswss165BIOMASS.csv,Spp,Blueback Herring
Species,resourcePotentialesswss166BIOMASS,resourcePotentialesswss166BIOMASS.csv,Spp,Round Herring
Species,resourcePotentialesswss167BIOMASS,resourcePotentialesswss167BIOMASS.csv,Spp,Tarpon
Species,resourcePotentialesswss168BIOMASS,resourcePotentialesswss168BIOMASS.csv,Spp,Headlight Fish
Species,resourcePotentialesswss169BIOMASS,resourcePotentialesswss169BIOMASS.csv,Spp,Viperfish
Species,resourcePotentialesswss170BIOMASS,resourcePotentialesswss170BIOMASS.csv,Spp,Chub Mackerel
Species,resourcePotentialesswss171BIOMASS,resourcePotentialesswss171BIOMASS.csv,Spp,Spanish Mackerel
Species,resourcePotentialesswss172BIOMASS,resourcePotentialesswss172BIOMASS.csv,Spp,Striped Bonito/Skipjack
Species,resourcePotentialesswss173BIOMASS,resourcePotentialesswss173BIOMASS.csv,Spp,False Albacore
Species,resourcePotentialesswss174BIOMASS,resourcePotentialesswss174BIOMASS.csv,Spp,Jack
Species,resourcePotentialesswss175BIOMASS,resourcePotentialesswss175BIOMASS.csv,Spp,Bonefish
Species,resourcePotentialesswss176BIOMASS,resourcePotentialesswss176BIOMASS.csv,Spp,Goitre Blacksmelt
Species,resourcePotentialesswss177BIOMASS,resourcePotentialesswss177BIOMASS.csv,Spp,Loosejaw
Species,resourcePotentialesswss178BIOMASS,resourcePotentialesswss178BIOMASS.csv,Spp,Lobianchia Gemellerii
Species,resourcePotentialesswss179BIOMASS,resourcePotentialesswss179BIOMASS.csv,Spp,Metallic Lanternfish
Species,resourcePotentialesswss180BIOMASS,resourcePotentialesswss180BIOMASS.csv,Spp,Spotted Lanternfish
Species,resourcePotentialesswss181BIOMASS,resourcePotentialesswss181BIOMASS.csv,Spp,N. Valdiviae
Species,resourcePotentialesswss182BIOMASS,resourcePotentialesswss182BIOMASS.csv,Spp,Lanternfish Kroyer'S
Species,resourcePotentialesswss183BIOMASS,resourcePotentialesswss183BIOMASS.csv,Spp,Anternfish Patchwork
Species,resourcePotentialesswss184BIOMASS,resourcePotentialesswss184BIOMASS.csv,Spp,Largescale Lanternfish
Species,resourcePotentialesswss185BIOMASS,resourcePotentialesswss185BIOMASS.csv,Spp,T. Bathyphilus
Species,resourcePotentialesswss186BIOMASS,resourcePotentialesswss186BIOMASS.csv,Spp,T. Minimus
Species,resourcePotentialesswss187BIOMASS,resourcePotentialesswss187BIOMASS.csv,Spp,Frigate Mackerel
Species,resourcePotentialesswss188BIOMASS,resourcePotentialesswss188BIOMASS.csv,Spp,Atlantic Bonito
Species,resourcePotentialesswss189BIOMASS,resourcePotentialesswss189BIOMASS.csv,Spp,King Mackerel
Species,resourcePotentialesswss190BIOMASS,resourcePotentialesswss190BIOMASS.csv,Spp,Albacore Tuna
Species,resourcePotentialesswss191BIOMASS,resourcePotentialesswss191BIOMASS.csv,Spp,Yellowfin Tuna
Species,resourcePotentialesswss192BIOMASS,resourcePotentialesswss192BIOMASS.csv,Spp,Bigeye Tuna
Species,resourcePotentialesswss193BIOMASS,resourcePotentialesswss193BIOMASS.csv,Spp,Hake (Ns)
Species,resourcePotentialesswss194BIOMASS,resourcePotentialesswss194BIOMASS.csv,Spp,Moras
Species,resourcePotentialesswss195BIOMASS,resourcePotentialesswss195BIOMASS.csv,Spp,Rockling Hake
Species,resourcePotentialesswss196BIOMASS,resourcePotentialesswss196BIOMASS.csv,Spp,Lefteye Flounder
Species,resourcePotentialesswss197BIOMASS,resourcePotentialesswss197BIOMASS.csv,Spp,Parrotfish
Species,resourcePotentialesswss198BIOMASS,resourcePotentialesswss198BIOMASS.csv,Spp,Channel Flounder
Species,resourcePotentialesswss199BIOMASS,resourcePotentialesswss199BIOMASS.csv,Spp,Labroidei S.O.
Species,resourcePotentialesswss200BIOMASS,resourcePotentialesswss200BIOMASS.csv,Spp,Barndoor Skate
Species,resourcePotentialesswss201BIOMASS,resourcePotentialesswss201BIOMASS.csv,Spp,Thorny Skate
Species,resourcePotentialesswss202BIOMASS,resourcePotentialesswss202BIOMASS.csv,Spp,Smooth Skate
Species,resourcePotentialesswss203BIOMASS,resourcePotentialesswss203BIOMASS.csv,Spp,Little Skate
Species,resourcePotentialesswss204BIOMASS,resourcePotentialesswss204BIOMASS.csv,Spp,Winter Skate
Species,resourcePotentialesswss205BIOMASS,resourcePotentialesswss205BIOMASS.csv,Spp,Spinytail Skate
Species,resourcePotentialesswss206BIOMASS,resourcePotentialesswss206BIOMASS.csv,Spp,Brier Skate
Species,resourcePotentialesswss207BIOMASS,resourcePotentialesswss207BIOMASS.csv,Spp,Round Skate
Species,resourcePotentialesswss208BIOMASS,resourcePotentialesswss208BIOMASS.csv,Spp,Soft Skate
Species,resourcePotentialesswss209BIOMASS,resourcePotentialesswss209BIOMASS.csv,Spp,Jensen'S Skate
Species,resourcePotentialesswss210BIOMASS,resourcePotentialesswss210BIOMASS.csv,Spp,Arctic Skate
Species,resourcePotentialesswss211BIOMASS,resourcePotentialesswss211BIOMASS.csv,Spp,Skates (Ns)
Species,resourcePotentialesswss212BIOMASS,resourcePotentialesswss212BIOMASS.csv,Spp,Abyssal Skate
Species,resourcePotentialesswss213BIOMASS,resourcePotentialesswss213BIOMASS.csv,Spp,Roughtail Stingray
Species,resourcePotentialesswss214BIOMASS,resourcePotentialesswss214BIOMASS.csv,Spp,Rays (Ns)
Species,resourcePotentialesswss215BIOMASS,resourcePotentialesswss215BIOMASS.csv,Spp,"Shark,Sand"
Species,resourcePotentialesswss216BIOMASS,resourcePotentialesswss216BIOMASS.csv,Spp,Atlantic Torpedo
Species,resourcePotentialesswss217BIOMASS,resourcePotentialesswss217BIOMASS.csv,Spp,White Skate
Species,resourcePotentialesswss218BIOMASS,resourcePotentialesswss218BIOMASS.csv,Spp,Pelagic Stingray
Species,resourcePotentialesswss219BIOMASS,resourcePotentialesswss219BIOMASS.csv,Spp,Skates And Rays (Ns)
Species,resourcePotentialesswss220BIOMASS,resourcePotentialesswss220BIOMASS.csv,Spp,Spiny Dogfish
Species,resourcePotentialesswss221BIOMASS,resourcePotentialesswss221BIOMASS.csv,Spp,Black Dogfish
Species,resourcePotentialesswss222BIOMASS,resourcePotentialesswss222BIOMASS.csv,Spp,Smooth Dogfish
Species,resourcePotentialesswss223BIOMASS,resourcePotentialesswss223BIOMASS.csv,Spp,Portuguese Shark
Species,resourcePotentialesswss224BIOMASS,resourcePotentialesswss224BIOMASS.csv,Spp,Rough Sagre
Species,resourcePotentialesswss225BIOMASS,resourcePotentialesswss225BIOMASS.csv,Spp,Atlantic Manta
Species,resourcePotentialesswss226BIOMASS,resourcePotentialesswss226BIOMASS.csv,Spp,P. Arcticum
Species,resourcePotentialesswss227BIOMASS,resourcePotentialesswss227BIOMASS.csv,Spp,Notoscopelus Sp.
Species,resourcePotentialesswss228BIOMASS,resourcePotentialesswss228BIOMASS.csv,Spp,L. Guentheri
Species,resourcePotentialesswss229BIOMASS,resourcePotentialesswss229BIOMASS.csv,Spp,Diaphus Sp.
Species,resourcePotentialesswss230BIOMASS,resourcePotentialesswss230BIOMASS.csv,Spp,"Porbeagle,Mackerel Shark"
Species,resourcePotentialesswss231BIOMASS,resourcePotentialesswss231BIOMASS.csv,Spp,Blue Shark
Species,resourcePotentialesswss232BIOMASS,resourcePotentialesswss232BIOMASS.csv,Spp,White Shark
Species,resourcePotentialesswss233BIOMASS,resourcePotentialesswss233BIOMASS.csv,Spp,Basking Shark
Species,resourcePotentialesswss234BIOMASS,resourcePotentialesswss234BIOMASS.csv,Spp,Thresher Shark
Species,resourcePotentialesswss235BIOMASS,resourcePotentialesswss235BIOMASS.csv,Spp,Atl Sharpnose Shark
Species,resourcePotentialesswss236BIOMASS,resourcePotentialesswss236BIOMASS.csv,Spp,"Smooth,Hammerhead Shark"
Species,resourcePotentialesswss237BIOMASS,resourcePotentialesswss237BIOMASS.csv,Spp,Greenland Shark
Species,resourcePotentialesswss238BIOMASS,resourcePotentialesswss238BIOMASS.csv,Spp,Shortfin Mako
Species,resourcePotentialesswss239BIOMASS,resourcePotentialesswss239BIOMASS.csv,Spp,Deepsea Cat Shark
Species,resourcePotentialesswss240BIOMASS,resourcePotentialesswss240BIOMASS.csv,Spp,Sea Lamprey
Species,resourcePotentialesswss241BIOMASS,resourcePotentialesswss241BIOMASS.csv,Spp,Atlantic Hagfish
Species,resourcePotentialesswss242BIOMASS,resourcePotentialesswss242BIOMASS.csv,Spp,Deepwater Chimaera
Species,resourcePotentialesswss243BIOMASS,resourcePotentialesswss243BIOMASS.csv,Spp,Amer. Atl. Sturgeon
Species,resourcePotentialesswss244BIOMASS,resourcePotentialesswss244BIOMASS.csv,Spp,Oceanic Whitetip Shark
Species,resourcePotentialesswss245BIOMASS,resourcePotentialesswss245BIOMASS.csv,Spp,Sandbar Shark
Species,resourcePotentialesswss246BIOMASS,resourcePotentialesswss246BIOMASS.csv,Spp,Dusky Shark
Species,resourcePotentialesswss247BIOMASS,resourcePotentialesswss247BIOMASS.csv,Spp,Longnose Chimera
Species,resourcePotentialesswss248BIOMASS,resourcePotentialesswss248BIOMASS.csv,Spp,Knifenose Chimera
Species,resourcePotentialesswss249BIOMASS,resourcePotentialesswss249BIOMASS.csv,Spp,Shortnose Sturgeon
Species,resourcePotentialesswss250BIOMASS,resourcePotentialesswss250BIOMASS.csv,Spp,Longnose Gar
Species,resourcePotentialesswss251BIOMASS,resourcePotentialesswss251BIOMASS.csv,Spp,Gadoids (Cod)
Species,resourcePotentialesswss252BIOMASS,resourcePotentialesswss252BIOMASS.csv,Spp,Lampanyctus Sp.
Species,resourcePotentialesswss253BIOMASS,resourcePotentialesswss253BIOMASS.csv,Spp,Groundfish (Ns)
