lookupVariable,lookupValue_na,lookupValue,newVariable,newValue
Species,resourcePotentialnafo2500BIOMASS,resourcePotentialnafo2500BIOMASS.csv,Spp,Crabs Unident
Species,resourcePotentialnafo2508BIOMASS,resourcePotentialnafo2508BIOMASS.csv,Spp,Calappidae F.
Species,resourcePotentialnafo2509BIOMASS,resourcePotentialnafo2509BIOMASS.csv,Spp,Cancer Crab (Ns)
Species,resourcePotentialnafo2510BIOMASS,resourcePotentialnafo2510BIOMASS.csv,Spp,Brachiuran Crabs
Species,resourcePotentialnafo2511BIOMASS,resourcePotentialnafo2511BIOMASS.csv,Spp,Jonah Crab
Species,resourcePotentialnafo2512BIOMASS,resourcePotentialnafo2512BIOMASS.csv,Spp,Blue Crab
Species,resourcePotentialnafo2513BIOMASS,resourcePotentialnafo2513BIOMASS.csv,Spp,Atl Rock Crab
Species,resourcePotentialnafo2514BIOMASS,resourcePotentialnafo2514BIOMASS.csv,Spp,Horseshoe Crab (American)
Species,resourcePotentialnafo2515BIOMASS,resourcePotentialnafo2515BIOMASS.csv,Spp,Portunidae F.
Species,resourcePotentialnafo2519BIOMASS,resourcePotentialnafo2519BIOMASS.csv,Spp,Spider Crab (Ns)
Species,resourcePotentialnafo2520BIOMASS,resourcePotentialnafo2520BIOMASS.csv,Spp,"Toad Crab,Unident."
Species,resourcePotentialnafo2521BIOMASS,resourcePotentialnafo2521BIOMASS.csv,Spp,Hyas Coarctatus
Species,resourcePotentialnafo2522BIOMASS,resourcePotentialnafo2522BIOMASS.csv,Spp,"Spider/(Queen,Snow)Unid"
Species,resourcePotentialnafo2523BIOMASS,resourcePotentialnafo2523BIOMASS.csv,Spp,Northern Stone Crab
Species,resourcePotentialnafo2524BIOMASS,resourcePotentialnafo2524BIOMASS.csv,Spp,Cancer Sp.
Species,resourcePotentialnafo2525BIOMASS,resourcePotentialnafo2525BIOMASS.csv,Spp,Spiny Crab
Species,resourcePotentialnafo2526BIOMASS,resourcePotentialnafo2526BIOMASS.csv,Spp,Snow Crab (Queen)
Species,resourcePotentialnafo2527BIOMASS,resourcePotentialnafo2527BIOMASS.csv,Spp,Toad Crab
Species,resourcePotentialnafo2528BIOMASS,resourcePotentialnafo2528BIOMASS.csv,Spp,Spiny Spider Crab
Species,resourcePotentialnafo2529BIOMASS,resourcePotentialnafo2529BIOMASS.csv,Spp,Calappa Megalops
Species,resourcePotentialnafo2531BIOMASS,resourcePotentialnafo2531BIOMASS.csv,Spp,Green Crab
Species,resourcePotentialnafo2532BIOMASS,resourcePotentialnafo2532BIOMASS.csv,Spp,Deep Sea Red Crab
Species,resourcePotentialnafo2533BIOMASS,resourcePotentialnafo2533BIOMASS.csv,Spp,Lyreidus Bairdii
Species,resourcePotentialnafo2535BIOMASS,resourcePotentialnafo2535BIOMASS.csv,Spp,Spirorbis Sp.
Species,resourcePotentialnafo2536BIOMASS,resourcePotentialnafo2536BIOMASS.csv,Spp,E. Rubricornis
Species,resourcePotentialnafo2537BIOMASS,resourcePotentialnafo2537BIOMASS.csv,Spp,Unciola Irrorata
Species,resourcePotentialnafo2540BIOMASS,resourcePotentialnafo2540BIOMASS.csv,Spp,Axiidae F.
Species,resourcePotentialnafo2541BIOMASS,resourcePotentialnafo2541BIOMASS.csv,Spp,Axius Serratus
Species,resourcePotentialnafo2550BIOMASS,resourcePotentialnafo2550BIOMASS.csv,Spp,American Lobster
Species,resourcePotentialnafo2551BIOMASS,resourcePotentialnafo2551BIOMASS.csv,Spp,Lobster Larvae
Species,resourcePotentialnafo2554BIOMASS,resourcePotentialnafo2554BIOMASS.csv,Spp,Galatheidae F.
Species,resourcePotentialnafo2555BIOMASS,resourcePotentialnafo2555BIOMASS.csv,Spp,Munida Iris
Species,resourcePotentialnafo2556BIOMASS,resourcePotentialnafo2556BIOMASS.csv,Spp,Munida Valida
Species,resourcePotentialnafo2558BIOMASS,resourcePotentialnafo2558BIOMASS.csv,Spp,Pagurus Politus
Species,resourcePotentialnafo2559BIOMASS,resourcePotentialnafo2559BIOMASS.csv,Spp,Hermit Crabs
Species,resourcePotentialnafo2560BIOMASS,resourcePotentialnafo2560BIOMASS.csv,Spp,Paguroidea S.F.
Species,resourcePotentialnafo2561BIOMASS,resourcePotentialnafo2561BIOMASS.csv,Spp,Pagurus Sp.
Species,resourcePotentialnafo2562BIOMASS,resourcePotentialnafo2562BIOMASS.csv,Spp,Pagurus Acadianus
Species,resourcePotentialnafo2563BIOMASS,resourcePotentialnafo2563BIOMASS.csv,Spp,Pagurus Kroyeri
Species,resourcePotentialnafo2564BIOMASS,resourcePotentialnafo2564BIOMASS.csv,Spp,Pagurus Pubescens
Species,resourcePotentialnafo2565BIOMASS,resourcePotentialnafo2565BIOMASS.csv,Spp,Mud Shrimp
Species,resourcePotentialnafo2566BIOMASS,resourcePotentialnafo2566BIOMASS.csv,Spp,M. Curvirostra
Species,resourcePotentialnafo2567BIOMASS,resourcePotentialnafo2567BIOMASS.csv,Spp,C. Macandreae
Species,resourcePotentialnafo2568BIOMASS,resourcePotentialnafo2568BIOMASS.csv,Spp,Pagurus Arcuatus
Species,resourcePotentialnafo2600BIOMASS,resourcePotentialnafo2600BIOMASS.csv,Spp,Krill Shrimp
Species,resourcePotentialnafo2605BIOMASS,resourcePotentialnafo2605BIOMASS.csv,Spp,Limacina Sp.
Species,resourcePotentialnafo2606BIOMASS,resourcePotentialnafo2606BIOMASS.csv,Spp,Thecosomata O.
Species,resourcePotentialnafo2610BIOMASS,resourcePotentialnafo2610BIOMASS.csv,Spp,Euphausiidae F.
Species,resourcePotentialnafo2611BIOMASS,resourcePotentialnafo2611BIOMASS.csv,Spp,M. Norvegica
Species,resourcePotentialnafo2612BIOMASS,resourcePotentialnafo2612BIOMASS.csv,Spp,Euphausia Sp.
Species,resourcePotentialnafo2613BIOMASS,resourcePotentialnafo2613BIOMASS.csv,Spp,Euphausia Krohni
Species,resourcePotentialnafo2620BIOMASS,resourcePotentialnafo2620BIOMASS.csv,Spp,Thysanoessa Sp.
Species,resourcePotentialnafo2621BIOMASS,resourcePotentialnafo2621BIOMASS.csv,Spp,T. Raschii
Species,resourcePotentialnafo2622BIOMASS,resourcePotentialnafo2622BIOMASS.csv,Spp,T. Inermis
Species,resourcePotentialnafo2623BIOMASS,resourcePotentialnafo2623BIOMASS.csv,Spp,T. Longicaudata
Species,resourcePotentialnafo2624BIOMASS,resourcePotentialnafo2624BIOMASS.csv,Spp,T. Acutifrons
Species,resourcePotentialnafo2650BIOMASS,resourcePotentialnafo2650BIOMASS.csv,Spp,Ostracoda S.C.
Species,resourcePotentialnafo2699BIOMASS,resourcePotentialnafo2699BIOMASS.csv,Spp,Eupausiids (Ns)
Species,resourcePotentialnafo2700BIOMASS,resourcePotentialnafo2700BIOMASS.csv,Spp,Mysid Shrimp
Species,resourcePotentialnafo2710BIOMASS,resourcePotentialnafo2710BIOMASS.csv,Spp,Mysis Sp.
Species,resourcePotentialnafo2711BIOMASS,resourcePotentialnafo2711BIOMASS.csv,Spp,Mysis Stenolepis
Species,resourcePotentialnafo2712BIOMASS,resourcePotentialnafo2712BIOMASS.csv,Spp,Mysis Mixta
Species,resourcePotentialnafo2713BIOMASS,resourcePotentialnafo2713BIOMASS.csv,Spp,Mysis Gaspensis
Species,resourcePotentialnafo2721BIOMASS,resourcePotentialnafo2721BIOMASS.csv,Spp,Pseudomma Affine
Species,resourcePotentialnafo2722BIOMASS,resourcePotentialnafo2722BIOMASS.csv,Spp,P. Truncatum
Species,resourcePotentialnafo2731BIOMASS,resourcePotentialnafo2731BIOMASS.csv,Spp,E. Erythropthalma
Species,resourcePotentialnafo2732BIOMASS,resourcePotentialnafo2732BIOMASS.csv,Spp,M. Robustus
Species,resourcePotentialnafo2733BIOMASS,resourcePotentialnafo2733BIOMASS.csv,Spp,S. Grandis
Species,resourcePotentialnafo2734BIOMASS,resourcePotentialnafo2734BIOMASS.csv,Spp,Neomysis Americana
Species,resourcePotentialnafo2735BIOMASS,resourcePotentialnafo2735BIOMASS.csv,Spp,B. Tridens
Species,resourcePotentialnafo2800BIOMASS,resourcePotentialnafo2800BIOMASS.csv,Spp,Amphipoda O.
Species,resourcePotentialnafo2805BIOMASS,resourcePotentialnafo2805BIOMASS.csv,Spp,Paramphithoe Hystrix
Species,resourcePotentialnafo2806BIOMASS,resourcePotentialnafo2806BIOMASS.csv,Spp,Pardaliscidae F.
Species,resourcePotentialnafo2809BIOMASS,resourcePotentialnafo2809BIOMASS.csv,Spp,Parathemisto Sp.
Species,resourcePotentialnafo2810BIOMASS,resourcePotentialnafo2810BIOMASS.csv,Spp,Hyperia Sp.
Species,resourcePotentialnafo2811BIOMASS,resourcePotentialnafo2811BIOMASS.csv,Spp,Gammaridae F.
Species,resourcePotentialnafo2812BIOMASS,resourcePotentialnafo2812BIOMASS.csv,Spp,Melita Dentata
Species,resourcePotentialnafo2813BIOMASS,resourcePotentialnafo2813BIOMASS.csv,Spp,Casco Bigelowi
Species,resourcePotentialnafo2814BIOMASS,resourcePotentialnafo2814BIOMASS.csv,Spp,Melita Sp.
Species,resourcePotentialnafo2815BIOMASS,resourcePotentialnafo2815BIOMASS.csv,Spp,S. Brevicornis
Species,resourcePotentialnafo2818BIOMASS,resourcePotentialnafo2818BIOMASS.csv,Spp,D. Monacantha
Species,resourcePotentialnafo2819BIOMASS,resourcePotentialnafo2819BIOMASS.csv,Spp,"White,G. Amphi"
Species,resourcePotentialnafo2820BIOMASS,resourcePotentialnafo2820BIOMASS.csv,Spp,Gammarus Sp.
Species,resourcePotentialnafo2821BIOMASS,resourcePotentialnafo2821BIOMASS.csv,Spp,Ceradocus Torelli
Species,resourcePotentialnafo2822BIOMASS,resourcePotentialnafo2822BIOMASS.csv,Spp,Purple Amphi
Species,resourcePotentialnafo2823BIOMASS,resourcePotentialnafo2823BIOMASS.csv,Spp,Red Amphi
Species,resourcePotentialnafo2824BIOMASS,resourcePotentialnafo2824BIOMASS.csv,Spp,Red Isopod
Species,resourcePotentialnafo2825BIOMASS,resourcePotentialnafo2825BIOMASS.csv,Spp,Maera Loveni
Species,resourcePotentialnafo2827BIOMASS,resourcePotentialnafo2827BIOMASS.csv,Spp,Dulichia Sp.
Species,resourcePotentialnafo2828BIOMASS,resourcePotentialnafo2828BIOMASS.csv,Spp,Tiron Sp.
Species,resourcePotentialnafo2829BIOMASS,resourcePotentialnafo2829BIOMASS.csv,Spp,H. Serratus
Species,resourcePotentialnafo2830BIOMASS,resourcePotentialnafo2830BIOMASS.csv,Spp,Lysianassidae F.
Species,resourcePotentialnafo2831BIOMASS,resourcePotentialnafo2831BIOMASS.csv,Spp,Orchomonella Sp.
Species,resourcePotentialnafo2832BIOMASS,resourcePotentialnafo2832BIOMASS.csv,Spp,Tmetonyx Sp.
Species,resourcePotentialnafo2833BIOMASS,resourcePotentialnafo2833BIOMASS.csv,Spp,Anonyx Sp.
Species,resourcePotentialnafo2834BIOMASS,resourcePotentialnafo2834BIOMASS.csv,Spp,O. Pinguis
Species,resourcePotentialnafo2835BIOMASS,resourcePotentialnafo2835BIOMASS.csv,Spp,H. Denterulatus
Species,resourcePotentialnafo2836BIOMASS,resourcePotentialnafo2836BIOMASS.csv,Spp,H. Propinquus
Species,resourcePotentialnafo2837BIOMASS,resourcePotentialnafo2837BIOMASS.csv,Spp,Tmetonyx Cicada
Species,resourcePotentialnafo2838BIOMASS,resourcePotentialnafo2838BIOMASS.csv,Spp,Hippomedon Sp.
Species,resourcePotentialnafo2839BIOMASS,resourcePotentialnafo2839BIOMASS.csv,Spp,Unciola Inermis
Species,resourcePotentialnafo2840BIOMASS,resourcePotentialnafo2840BIOMASS.csv,Spp,Corophiidae F.
Species,resourcePotentialnafo2841BIOMASS,resourcePotentialnafo2841BIOMASS.csv,Spp,Aoridae F.
Species,resourcePotentialnafo2842BIOMASS,resourcePotentialnafo2842BIOMASS.csv,Spp,Paroediceros Sp.
Species,resourcePotentialnafo2843BIOMASS,resourcePotentialnafo2843BIOMASS.csv,Spp,Lilljeborgia Sp.
Species,resourcePotentialnafo2844BIOMASS,resourcePotentialnafo2844BIOMASS.csv,Spp,Anonyx Sarsi
Species,resourcePotentialnafo2845BIOMASS,resourcePotentialnafo2845BIOMASS.csv,Spp,Phoxocephalidae F.
Species,resourcePotentialnafo2846BIOMASS,resourcePotentialnafo2846BIOMASS.csv,Spp,Rhachotropis Sp.
Species,resourcePotentialnafo2847BIOMASS,resourcePotentialnafo2847BIOMASS.csv,Spp,R. Inflata
Species,resourcePotentialnafo2848BIOMASS,resourcePotentialnafo2848BIOMASS.csv,Spp,R. Aculeata
Species,resourcePotentialnafo2849BIOMASS,resourcePotentialnafo2849BIOMASS.csv,Spp,H. Propinqua
Species,resourcePotentialnafo2850BIOMASS,resourcePotentialnafo2850BIOMASS.csv,Spp,Tironidae F.
Species,resourcePotentialnafo2851BIOMASS,resourcePotentialnafo2851BIOMASS.csv,Spp,Syrrhoe Sp.
Species,resourcePotentialnafo2852BIOMASS,resourcePotentialnafo2852BIOMASS.csv,Spp,Harpinia Sp.
Species,resourcePotentialnafo2853BIOMASS,resourcePotentialnafo2853BIOMASS.csv,Spp,P. Holbolli
Species,resourcePotentialnafo2854BIOMASS,resourcePotentialnafo2854BIOMASS.csv,Spp,Phoxocephalus Sp.
Species,resourcePotentialnafo2855BIOMASS,resourcePotentialnafo2855BIOMASS.csv,Spp,Ampeliscidae F.
Species,resourcePotentialnafo2856BIOMASS,resourcePotentialnafo2856BIOMASS.csv,Spp,Haploops Laevis
Species,resourcePotentialnafo2857BIOMASS,resourcePotentialnafo2857BIOMASS.csv,Spp,Four-Eyed Amphipod
Species,resourcePotentialnafo2858BIOMASS,resourcePotentialnafo2858BIOMASS.csv,Spp,Ampelisca Sp.
Species,resourcePotentialnafo2859BIOMASS,resourcePotentialnafo2859BIOMASS.csv,Spp,G. Maculatus
Species,resourcePotentialnafo2860BIOMASS,resourcePotentialnafo2860BIOMASS.csv,Spp,Amphithoidae F.
Species,resourcePotentialnafo2861BIOMASS,resourcePotentialnafo2861BIOMASS.csv,Spp,Rozinante Fragilis
Species,resourcePotentialnafo2862BIOMASS,resourcePotentialnafo2862BIOMASS.csv,Spp,H. Crenulata
Species,resourcePotentialnafo2865BIOMASS,resourcePotentialnafo2865BIOMASS.csv,Spp,P. F.
Species,resourcePotentialnafo2866BIOMASS,resourcePotentialnafo2866BIOMASS.csv,Spp,N. Pulchellus
Species,resourcePotentialnafo2867BIOMASS,resourcePotentialnafo2867BIOMASS.csv,Spp,Pleustes Panopla
Species,resourcePotentialnafo2870BIOMASS,resourcePotentialnafo2870BIOMASS.csv,Spp,Caprellidae F.
Species,resourcePotentialnafo2871BIOMASS,resourcePotentialnafo2871BIOMASS.csv,Spp,Caprella Linearis
Species,resourcePotentialnafo2872BIOMASS,resourcePotentialnafo2872BIOMASS.csv,Spp,C. Septentrionalis
Species,resourcePotentialnafo2873BIOMASS,resourcePotentialnafo2873BIOMASS.csv,Spp,A. Longicornis
Species,resourcePotentialnafo2874BIOMASS,resourcePotentialnafo2874BIOMASS.csv,Spp,Caprella Sp.
Species,resourcePotentialnafo2875BIOMASS,resourcePotentialnafo2875BIOMASS.csv,Spp,H. Fulvocinctus
Species,resourcePotentialnafo2876BIOMASS,resourcePotentialnafo2876BIOMASS.csv,Spp,H. Inermis
Species,resourcePotentialnafo2880BIOMASS,resourcePotentialnafo2880BIOMASS.csv,Spp,Oedicerotidae F.
Species,resourcePotentialnafo2881BIOMASS,resourcePotentialnafo2881BIOMASS.csv,Spp,Monoculodes Sp.
Species,resourcePotentialnafo2882BIOMASS,resourcePotentialnafo2882BIOMASS.csv,Spp,P. Lynceus
Species,resourcePotentialnafo2883BIOMASS,resourcePotentialnafo2883BIOMASS.csv,Spp,P. Propinguis
Species,resourcePotentialnafo2884BIOMASS,resourcePotentialnafo2884BIOMASS.csv,Spp,P. Longimanus
Species,resourcePotentialnafo2885BIOMASS,resourcePotentialnafo2885BIOMASS.csv,Spp,M. Edwardsi
Species,resourcePotentialnafo2891BIOMASS,resourcePotentialnafo2891BIOMASS.csv,Spp,N. Longitarse
Species,resourcePotentialnafo2892BIOMASS,resourcePotentialnafo2892BIOMASS.csv,Spp,Nymphon Macrum
Species,resourcePotentialnafo2893BIOMASS,resourcePotentialnafo2893BIOMASS.csv,Spp,Nymphon Sp.
Species,resourcePotentialnafo2894BIOMASS,resourcePotentialnafo2894BIOMASS.csv,Spp,Haustoriidae
Species,resourcePotentialnafo2895BIOMASS,resourcePotentialnafo2895BIOMASS.csv,Spp,P. Armata
Species,resourcePotentialnafo2896BIOMASS,resourcePotentialnafo2896BIOMASS.csv,Spp,Anurida Maritima
Species,resourcePotentialnafo2897BIOMASS,resourcePotentialnafo2897BIOMASS.csv,Spp,Ischyroceridae F.
Species,resourcePotentialnafo2899BIOMASS,resourcePotentialnafo2899BIOMASS.csv,Spp,Clausocalanus Sp.
Species,resourcePotentialnafo2900BIOMASS,resourcePotentialnafo2900BIOMASS.csv,Spp,Copepoda S.C.
Species,resourcePotentialnafo2901BIOMASS,resourcePotentialnafo2901BIOMASS.csv,Spp,Copepods More Than 3 Mm
Species,resourcePotentialnafo2902BIOMASS,resourcePotentialnafo2902BIOMASS.csv,Spp,Copepods 3 Mm Or Less
Species,resourcePotentialnafo2903BIOMASS,resourcePotentialnafo2903BIOMASS.csv,Spp,Big-Eyed Amphipod
Species,resourcePotentialnafo2904BIOMASS,resourcePotentialnafo2904BIOMASS.csv,Spp,P. Compressa
Species,resourcePotentialnafo2905BIOMASS,resourcePotentialnafo2905BIOMASS.csv,Spp,Hyperiidea S.O.
Species,resourcePotentialnafo2906BIOMASS,resourcePotentialnafo2906BIOMASS.csv,Spp,Hyperiidae F.
Species,resourcePotentialnafo2907BIOMASS,resourcePotentialnafo2907BIOMASS.csv,Spp,P. Oblivia
Species,resourcePotentialnafo2908BIOMASS,resourcePotentialnafo2908BIOMASS.csv,Spp,Copepod
Species,resourcePotentialnafo2909BIOMASS,resourcePotentialnafo2909BIOMASS.csv,Spp,"P. ,Calocalanus"
Species,resourcePotentialnafo2910BIOMASS,resourcePotentialnafo2910BIOMASS.csv,Spp,Calanus Sp.
Species,resourcePotentialnafo2911BIOMASS,resourcePotentialnafo2911BIOMASS.csv,Spp,C. Finmarchicus
Species,resourcePotentialnafo2912BIOMASS,resourcePotentialnafo2912BIOMASS.csv,Spp,C. Hyperboreus
Species,resourcePotentialnafo2913BIOMASS,resourcePotentialnafo2913BIOMASS.csv,Spp,Candacia Sp.
Species,resourcePotentialnafo2914BIOMASS,resourcePotentialnafo2914BIOMASS.csv,Spp,C. Sp.
Species,resourcePotentialnafo2915BIOMASS,resourcePotentialnafo2915BIOMASS.csv,Spp,Candacia Armata
Species,resourcePotentialnafo2916BIOMASS,resourcePotentialnafo2916BIOMASS.csv,Spp,C. Bradyi
Species,resourcePotentialnafo2917BIOMASS,resourcePotentialnafo2917BIOMASS.csv,Spp,Pseudocalanus Sp.
Species,resourcePotentialnafo2918BIOMASS,resourcePotentialnafo2918BIOMASS.csv,Spp,P. Elongatus
Species,resourcePotentialnafo2919BIOMASS,resourcePotentialnafo2919BIOMASS.csv,Spp,Tempora Sp.
Species,resourcePotentialnafo2920BIOMASS,resourcePotentialnafo2920BIOMASS.csv,Spp,Oithona Sp.
Species,resourcePotentialnafo2921BIOMASS,resourcePotentialnafo2921BIOMASS.csv,Spp,E. Norvegica
Species,resourcePotentialnafo2922BIOMASS,resourcePotentialnafo2922BIOMASS.csv,Spp,Euchirella Sp.
Species,resourcePotentialnafo2923BIOMASS,resourcePotentialnafo2923BIOMASS.csv,Spp,A. Longiremis
Species,resourcePotentialnafo2924BIOMASS,resourcePotentialnafo2924BIOMASS.csv,Spp,Metridia Lucens
Species,resourcePotentialnafo2925BIOMASS,resourcePotentialnafo2925BIOMASS.csv,Spp,Metridia Longa
Species,resourcePotentialnafo2926BIOMASS,resourcePotentialnafo2926BIOMASS.csv,Spp,Pleuromamma Sp.
Species,resourcePotentialnafo2927BIOMASS,resourcePotentialnafo2927BIOMASS.csv,Spp,Sphyrion Lumpi
Species,resourcePotentialnafo2928BIOMASS,resourcePotentialnafo2928BIOMASS.csv,Spp,Oithona Similis
Species,resourcePotentialnafo2929BIOMASS,resourcePotentialnafo2929BIOMASS.csv,Spp,L. Branchialis
Species,resourcePotentialnafo2930BIOMASS,resourcePotentialnafo2930BIOMASS.csv,Spp,O. Spinirostris
Species,resourcePotentialnafo2931BIOMASS,resourcePotentialnafo2931BIOMASS.csv,Spp,Clavella Sp.
Species,resourcePotentialnafo2932BIOMASS,resourcePotentialnafo2932BIOMASS.csv,Spp,Paracalanus Sp.
Species,resourcePotentialnafo2933BIOMASS,resourcePotentialnafo2933BIOMASS.csv,Spp,Metridia Sp.
Species,resourcePotentialnafo2934BIOMASS,resourcePotentialnafo2934BIOMASS.csv,Spp,Paracalanus Parvus
Species,resourcePotentialnafo2935BIOMASS,resourcePotentialnafo2935BIOMASS.csv,Spp,C. Typicus
Species,resourcePotentialnafo2936BIOMASS,resourcePotentialnafo2936BIOMASS.csv,Spp,T. Longicornis
Species,resourcePotentialnafo2937BIOMASS,resourcePotentialnafo2937BIOMASS.csv,Spp,M. Pusillus
Species,resourcePotentialnafo2938BIOMASS,resourcePotentialnafo2938BIOMASS.csv,Spp,"Copepoda,Nauplii"
Species,resourcePotentialnafo2939BIOMASS,resourcePotentialnafo2939BIOMASS.csv,Spp,Calanoida O.
Species,resourcePotentialnafo2940BIOMASS,resourcePotentialnafo2940BIOMASS.csv,Spp,Tanaidae F.
Species,resourcePotentialnafo2941BIOMASS,resourcePotentialnafo2941BIOMASS.csv,Spp,P. Gaudichaudi
Species,resourcePotentialnafo2942BIOMASS,resourcePotentialnafo2942BIOMASS.csv,Spp,Aetideus Armatus
Species,resourcePotentialnafo2943BIOMASS,resourcePotentialnafo2943BIOMASS.csv,Spp,Caligus Sp.
Species,resourcePotentialnafo2945BIOMASS,resourcePotentialnafo2945BIOMASS.csv,Spp,Cyclopoida O.
Species,resourcePotentialnafo2946BIOMASS,resourcePotentialnafo2946BIOMASS.csv,Spp,Phronima Sp.
Species,resourcePotentialnafo2950BIOMASS,resourcePotentialnafo2950BIOMASS.csv,Spp,Janira Alta
Species,resourcePotentialnafo2960BIOMASS,resourcePotentialnafo2960BIOMASS.csv,Spp,Nebalia Shrimp
Species,resourcePotentialnafo2961BIOMASS,resourcePotentialnafo2961BIOMASS.csv,Spp,Nebalia Sp.
Species,resourcePotentialnafo2965BIOMASS,resourcePotentialnafo2965BIOMASS.csv,Spp,Eudorella Sp.
Species,resourcePotentialnafo2966BIOMASS,resourcePotentialnafo2966BIOMASS.csv,Spp,E. Truncatula
Species,resourcePotentialnafo2968BIOMASS,resourcePotentialnafo2968BIOMASS.csv,Spp,Cirolana Sp.
Species,resourcePotentialnafo2970BIOMASS,resourcePotentialnafo2970BIOMASS.csv,Spp,Cumacea O.
Species,resourcePotentialnafo2971BIOMASS,resourcePotentialnafo2971BIOMASS.csv,Spp,Diastylis Sp.
Species,resourcePotentialnafo2972BIOMASS,resourcePotentialnafo2972BIOMASS.csv,Spp,Diastylis Rathkei
Species,resourcePotentialnafo2973BIOMASS,resourcePotentialnafo2973BIOMASS.csv,Spp,Diastylis Polita
Species,resourcePotentialnafo2974BIOMASS,resourcePotentialnafo2974BIOMASS.csv,Spp,Leptocuma Minor
Species,resourcePotentialnafo2975BIOMASS,resourcePotentialnafo2975BIOMASS.csv,Spp,Leucon Nasicoides
Species,resourcePotentialnafo2976BIOMASS,resourcePotentialnafo2976BIOMASS.csv,Spp,E. Emarginata
Species,resourcePotentialnafo2977BIOMASS,resourcePotentialnafo2977BIOMASS.csv,Spp,Campylaspis Sp.
Species,resourcePotentialnafo2978BIOMASS,resourcePotentialnafo2978BIOMASS.csv,Spp,D. Quadrispinosa
Species,resourcePotentialnafo2979BIOMASS,resourcePotentialnafo2979BIOMASS.csv,Spp,E. Pusilla
Species,resourcePotentialnafo2980BIOMASS,resourcePotentialnafo2980BIOMASS.csv,Spp,Isopoda O.
Species,resourcePotentialnafo2981BIOMASS,resourcePotentialnafo2981BIOMASS.csv,Spp,Aega Psora
Species,resourcePotentialnafo2982BIOMASS,resourcePotentialnafo2982BIOMASS.csv,Spp,Idotea Baltica
Species,resourcePotentialnafo2983BIOMASS,resourcePotentialnafo2983BIOMASS.csv,Spp,Idotea Phosphorea
Species,resourcePotentialnafo2984BIOMASS,resourcePotentialnafo2984BIOMASS.csv,Spp,Chiridotea Tuftsi
Species,resourcePotentialnafo2985BIOMASS,resourcePotentialnafo2985BIOMASS.csv,Spp,S. Nodulosa
Species,resourcePotentialnafo2986BIOMASS,resourcePotentialnafo2986BIOMASS.csv,Spp,Munnopsis Typica
Species,resourcePotentialnafo2987BIOMASS,resourcePotentialnafo2987BIOMASS.csv,Spp,P. Abdominalis
Species,resourcePotentialnafo2988BIOMASS,resourcePotentialnafo2988BIOMASS.csv,Spp,B. Hippolytes
Species,resourcePotentialnafo2989BIOMASS,resourcePotentialnafo2989BIOMASS.csv,Spp,Brown Isopod
Species,resourcePotentialnafo2990BIOMASS,resourcePotentialnafo2990BIOMASS.csv,Spp,Barnacles
Species,resourcePotentialnafo2991BIOMASS,resourcePotentialnafo2991BIOMASS.csv,Spp,Cirolanidae F.
Species,resourcePotentialnafo2992BIOMASS,resourcePotentialnafo2992BIOMASS.csv,Spp,Idoteidae F.
Species,resourcePotentialnafo2993BIOMASS,resourcePotentialnafo2993BIOMASS.csv,Spp,Gnathia Cerina
Species,resourcePotentialnafo2994BIOMASS,resourcePotentialnafo2994BIOMASS.csv,Spp,Little Shore Isopod
Species,resourcePotentialnafo2995BIOMASS,resourcePotentialnafo2995BIOMASS.csv,Spp,Balanidae F.
Species,resourcePotentialnafo2996BIOMASS,resourcePotentialnafo2996BIOMASS.csv,Spp,Idotea Sp.
Species,resourcePotentialnafo2997BIOMASS,resourcePotentialnafo2997BIOMASS.csv,Spp,Chiridotea Sp.
Species,resourcePotentialnafo2998BIOMASS,resourcePotentialnafo2998BIOMASS.csv,Spp,Cirolana Polita
Species,resourcePotentialnafo2999BIOMASS,resourcePotentialnafo2999BIOMASS.csv,Spp,Isopod
Species,resourcePotentialnafo3000BIOMASS,resourcePotentialnafo3000BIOMASS.csv,Spp,Segmented Worms
Species,resourcePotentialnafo3030BIOMASS,resourcePotentialnafo3030BIOMASS.csv,Spp,Aegidae F.
Species,resourcePotentialnafo3050BIOMASS,resourcePotentialnafo3050BIOMASS.csv,Spp,Anthuridea S.O.
Species,resourcePotentialnafo3051BIOMASS,resourcePotentialnafo3051BIOMASS.csv,Spp,Anthuridae F.
Species,resourcePotentialnafo3085BIOMASS,resourcePotentialnafo3085BIOMASS.csv,Spp,Eunicidae F.
Species,resourcePotentialnafo3100BIOMASS,resourcePotentialnafo3100BIOMASS.csv,Spp,Bristle Worms
Species,resourcePotentialnafo3101BIOMASS,resourcePotentialnafo3101BIOMASS.csv,Spp,"Large Polychaete, 3Mm Dia"
Species,resourcePotentialnafo3102BIOMASS,resourcePotentialnafo3102BIOMASS.csv,Spp,Small Polychaete 3Mm Dia
Species,resourcePotentialnafo3103BIOMASS,resourcePotentialnafo3103BIOMASS.csv,Spp,Lumbrineris Sp.
Species,resourcePotentialnafo3104BIOMASS,resourcePotentialnafo3104BIOMASS.csv,Spp,Nephtys Sp.
Species,resourcePotentialnafo3105BIOMASS,resourcePotentialnafo3105BIOMASS.csv,Spp,Sternaspis Sp.
Species,resourcePotentialnafo3106BIOMASS,resourcePotentialnafo3106BIOMASS.csv,Spp,Polychaeta Larvae
